"","Title","Action","Name","Start.Date","Score","File"
"885","NAP-PGREL-Rebsortensammlung Lehr- und Forschungsbetrieb Weinbau Au","FA1003","Peter Schumacher",2003-01-01,0.0827979773,"projekt-detail_1765"
"886","Neues Organisations- und Finanzierungsmodell der subsidiren Sozialisations- und Bildungsleistungen im Kanton Zrich (WIF!31)","IC1304","Anna Maria Riedi",2003-01-01,0.1737733327,"projekt-detail_1766"
"887","Normalarbeitsverhltnis und atypische Erwerbsformen","IS0602","Peter Böhringer",2003-01-01,0.1536948143,"projekt-detail_1767"
"888","Wirkungserhebung bei den ehemaligen Bewohnern der Arbeitserziehungsanstalt Kalchrain","IS1202","Stephan Müller",2003-01-01,0.0764264276,"projekt-detail_1768"
"889","Controlling-Konzept im Amt fr Verkehr Kt ZH","TU1004","Andreas Bergmann",2002-12-15,0.1232747216,"projekt-detail_1769"
"890","Finanzielles Management fr Pflegeheime","IS0902","Iris Rauskala",2014-01-01,0.2032700927,"projekt-detail_177"
"891","Entwicklung eines Tools zur Erstellung optimaler Wartungsplne fr Flugzeuge","ES0802","Jürg Hosang",2002-12-04,0.0991829159,"projekt-detail_1770"
"892","Mitarbeiter/innenbefragung in einem Amt mit  einem langjhrigem Change Prozess/ Teilprojekt &quot;Mitarbeiter im Wandel&quot;","FP1304","Kurt Spiess",2002-12-01,0.1435988694,"projekt-detail_1771"
"893","Mitarbeiter/innenbefragung in einem Spital in der Umstellung auf elektronische Patientengeschichten/ Teilprojekt &quot;Mitarbeiter im Wandel&quot;","TU0804","Kurt Spiess",2002-12-01,0.2932756463,"projekt-detail_1772"
"894","Mitarbeiter/innenbefragung in einem Spital nach der Neuregelung der Arbeitszeit/ Teilprojekt &quot;Mitarbeiter im Wandel&quot;","TU0804","Kurt Spiess",2002-12-01,0.296722282,"projekt-detail_1773"
"895","Mitarbeiter/innenbefragung nach der Neugestaltung der Schulorganisation/ Teilprojekt &quot;Mitarbeiter im Wandel&quot;","TU0804","Kurt Spiess",2002-12-01,0.275351296,"projekt-detail_1774"
"896","Beratung Hedge Funds","TU1209","Peter Meier",2002-11-01,0.1896475477,"projekt-detail_1775"
"897","Machbarkeitsstudie Sozial-Managementsystem","FP1204","Herbert Winistörfer",2002-11-01,0.126846768,"projekt-detail_1776"
"898","Radio Programmcontrolling","FP1302","Vinzenz Wyss",2002-11-01,0.1643450152,"projekt-detail_1777"
"899","Mittelfristige Mengen- &amp; Kapazittsplanung","TU0903","Marcel Burkhard",2002-10-10,0.1764978638,"projekt-detail_1778"
"900","Auflaufsimulation KTI Nr. 6225.1","TU1105","Werner Maurer",2002-10-01,0.1795942835,"projekt-detail_1779"
"901","Kupplung","ES0805","Werner Maurer",2002-10-01,0.1254568601,"projekt-detail_1780"
"902","Cell Culture Optimization","BM0602","Ursula Graf-Hausner",2002-09-17,0.1435531608,"projekt-detail_1781"
"903","MUMMY","IC1105","",2002-09-01,0.0842762103,"projekt-detail_1782"
"904","Public Private Partnership","TU1001","Franziska Vogt Gehri",2002-09-01,0.3617159935,"projekt-detail_1783"
"905","Beurteilung der Qualitt der CO2-Emissionsbilanz von Novartis","FA1302","René Locher",2002-08-01,0.242605675,"projekt-detail_1784"
"906","Entwicklung von Nahrungs- und Futtermitteladditiven mit Wirkungen gegenber darmpathogenen Mikroorganismen","BM0906","",2002-08-01,0.1757871169,"projekt-detail_1785"
"907","NFP 48 &quot;Landschaften und Lebensrume der Alpen&quot; - Projekt FunAlpin","IS0902","Theresia Weiss Sampietro",2002-07-01,0.1050805508,"projekt-detail_1786"
"908","Evaluation des Ausbildungscontrollings in der Armee","ES1004","Kurt Spiess",2002-06-28,0.0634655907,"projekt-detail_1787"
"909","Entwicklung einer Methode zur Erstellung optimaler Wartungsplne fr Flugzeuge - Feasibility-Studie","IC0901","Jürg Hosang",2002-06-10,0.2486485162,"projekt-detail_1788"
"910","Genreporter Assay","CM0801","Christiane Zaborosch",2002-06-01,0.1356057906,"projekt-detail_1789"
"911","Grundlagen fr ein ZHAW Horizon Scanning Web Tool","CM0601","Vicente Carabias",2014-01-01,0.2011460448,"projekt-detail_179"
"912","Nachweis von B-Toxinen","CM1403","Christiane Zaborosch",2002-06-01,0.0509561302,"projekt-detail_1790"
"913","Patientenzufriedenheit","IC0702","M Müller",2002-06-01,0.1617244561,"projekt-detail_1791"
"914","Micro Delta","TD1006","",2002-05-20,0.1507229159,"projekt-detail_1792"
"915","Prognose von Verkaufsverlufen","ES0603","René Locher",2002-05-17,0.0740545681,"projekt-detail_1793"
"916","Evaluation Pilotprojekt Pflegewohnungen Wettingen","TU1207","Sylvie Kobi",2002-05-01,0.072545749,"projekt-detail_1794"
"917","Secure Unix Login in a Windows 2000 Kerberos Realm","TU1302","Andreas Steffen",2002-05-01,0.0786514023,"projekt-detail_1795"
"918","TopNano21","FP1405","Hansueli Schwarzenbach",2002-05-01,0.1454459676,"projekt-detail_1796"
"919","Innovationsprojekt Steildach","TU1205","Barbara Burren",2002-04-01,0.0871663333,"projekt-detail_1797"
"920","NETHS-EASY","TU1004","Richard Alexander Hüppi",2002-04-01,0.0879861981,"projekt-detail_1798"
"921","Simulation Fahrerhaus-Silo","TU0903","Marcel Burkhard",2002-04-01,0.2174987834,"projekt-detail_1799"
"922","Hy-Form: Formic acid - chemical storage of electrical energy and on-site hydrogen production for use in PEM fuel cells","ES1405","Peter Cendula",2014-01-01,0.107496703,"projekt-detail_180"
"923","Strategie Asset Management - Bank Coop","IS0605","Peter Meier",2002-04-01,0.1090963326,"projekt-detail_1800"
"924","Entwicklung eines Tools zur Disposition","FP1407","Christoph Heitz",2002-03-22,0.1007007252,"projekt-detail_1801"
"925","Kommunikation Gemeinde Uetikon","ES1201","Kurt Spiess",2002-03-19,0.0783701236,"projekt-detail_1802"
"926","OPESS","IS0703","Christoph Heitz",2002-03-18,0.1135234491,"projekt-detail_1803"
"927","Analyse von Teilentladungsmustern","TD1208","Christoph Heitz",2002-03-08,0.2118448465,"projekt-detail_1804"
"928","Cluster/DL-Standorte","ES0804","Erich Renner",2002-03-01,0.1812653593,"projekt-detail_1805"
"929","IPSAS International Public Sector Accounting Standards fr Gemeinden und Kantone","IS1207","Andreas Bergmann",2002-03-01,0.0871658892,"projekt-detail_1807"
"930","OEC-Kompass auf e-Learning portieren","FP1104","Hanspeter Hochreutener",2002-03-01,0.1071770106,"projekt-detail_1808"
"931","Planungsbegleitende Simulation Bell Geflgel AG","TU0903","Marcel Burkhard",2002-02-15,0.2014044332,"projekt-detail_1809"
"932","Kostenmanagement Optimierung des Allokationssystem eines Versicherungsunternehmens","TD0801","Angela Zeier",2014-01-01,0.104114787,"projekt-detail_181"
"933","Automatische Modellgenerierung fr 3-Phasen-Hochspannungsmotoren","TU0903","Christoph Heitz",2002-02-01,0.2449750342,"projekt-detail_1810"
"934","Stadtplan Wintertur","TU1204","Thomas Müller",2002-01-23,0.2394657041,"projekt-detail_1811"
"935","Verfgbarkeitsstudie Netzersatzanlage","IC0803","Christoph Heitz",2002-01-14,0.1850314714,"projekt-detail_1812"
"936","Business Communication at Distance","IS1202","",2002-01-01,0.1136555167,"projekt-detail_1813"
"937","Evaluation individuelles Coaching in der Berufsbildung","BM1101","Sylvie Kobi",2002-01-01,0.0532881704,"projekt-detail_1814"
"938","Fachschaftsexkursion Englisch Dept. W","IS1404","",2002-01-01,0.0787179677,"projekt-detail_1815"
"939","Gipstrockenbau","TU1207","",2002-01-01,0.0847990546,"projekt-detail_1816"
"940","International Olive Oil Award - Zurich","FP1306","Annette Bongartz",2002-01-01,0.0647101279,"projekt-detail_1817"
"941","Kompetenzaufbau Social Management Systems","MP1405","Herbert Winistörfer",2002-01-01,0.1392034031,"projekt-detail_1818"
"942","MESA - Monitoring- und Evaluationsinstrumente fr Schulsozialarbeit","IS1004","Renate  Stohler ",2002-01-01,0.1054165418,"projekt-detail_1819"
"943","Kostenmodell Neubau IPS","TD1207","Alfred Angerer",2014-01-01,0.1411123786,"projekt-detail_182"
"944","Motivation for Language Learning","IS1007","Maureen Ehrensberger-Dow",2002-01-01,0.1384915951,"projekt-detail_1820"
"945","VPN Pilotprojekt","TU1002","",2002-01-01,0.1026188268,"projekt-detail_1821"
"946","Orthoprotect","MP1401","Urs Michel",2001-12-17,0.1107705439,"projekt-detail_1822"
"947","Optimierung der Probenahme","FP0901","René Locher",2001-12-12,0.0867775479,"projekt-detail_1823"
"948","Evaluation Deutschfrderung am Arbeitsplatz","IS1306","",2001-12-01,0.1107813345,"projekt-detail_1824"
"949","Stoff- und Energieflusssanalyse Automobilbranche","MP1305","Herbert Winistörfer",2001-12-01,0.1122800101,"projekt-detail_1825"
"950","Aufbau eines Umweltmanagementsystems Chemiebranche","TU0601","Herbert Winistörfer",2001-11-22,0.0719358143,"projekt-detail_1826"
"951","Qualifikationsbedarf von Online-Journalisten","ES1004","Vinzenz Wyss",2001-11-01,0.0991515567,"projekt-detail_1828"
"952","PR an Musikschulen","FP1302","Vinzenz Wyss",2001-11-01,0.2880162188,"projekt-detail_1829"
"953","Kriterien und Strategien zur Verdichtung von Siedlungsstrukturen der Nachkriegszeit","TU0701","Stefan Kurath",2014-01-01,0.1586163978,"projekt-detail_183"
"954","Sulzer-Hexis KTI Nr. 5584.2","TU0903","Markus Roos",2001-10-23,0.1682158158,"projekt-detail_1830"
"955","Betriebliche Alterspolitik","IS1409","Armin Jans",2001-10-05,0.2265250095,"projekt-detail_1831"
"956","Biomechanische Stimulation von Geweben beim Tissue Engineering","MP1301","Ursula Graf-Hausner",2001-10-01,0.12498629,"projekt-detail_1832"
"957","Klett Vocational English Project","IS1404","",2001-10-01,0.1038354305,"projekt-detail_1833"
"958","Plausibilisierung von Ozon Stickoxiden und PM10","ES0602","René Locher",2001-10-01,0.2469900043,"projekt-detail_1834"
"959","Bericht zur Lage der Familie im Kanton Zrich","IS1406","Karin Werner",2001-09-01,0.1490059042,"projekt-detail_1835"
"960","Planung neuer Montagelinien","ES0802","Marcel Burkhard",2001-09-01,0.0987812516,"projekt-detail_1836"
"961","Sozialberatung fr psychisch Behinderte: Evaluation einer neuen Dienstleistung der Pro Infirmis Schweiz","IS1102","",2001-09-01,0.0905172822,"projekt-detail_1837"
"962","zhwin2  - Redesign Website ZHW","BM1307","Ursula Hasler Roumois",2001-08-31,0.0822874978,"projekt-detail_1838"
"963","Flow Melbourne Domestic Flight","TU0903","Marcel Burkhard",2001-08-15,0.1712467126,"projekt-detail_1839"
"964","Leistungskatalog fr nicht-medizinische Supportleistungen in Spitlern (LekaS)","IC1304","Nicole Gerber",2014-01-01,0.1594253017,"projekt-detail_184"
"965","CAF-Workshops","IS1207","Andreas Bergmann",2001-08-13,0.0811233058,"projekt-detail_1840"
"966","Evaluation eines optischen Biosensors","TD1001","Christiane Zaborosch",2001-08-13,0.1412489181,"projekt-detail_1841"
"967","Simulation Lager und Kommissioniersystem","TU0903","Marcel Burkhard",2001-08-10,0.2199152434,"projekt-detail_1842"
"968","Decision Support Tool fr die Lagerdisposition","ES1205","Jürg Hosang",2001-07-30,0.0755188926,"projekt-detail_1843"
"969","CO-ME / SIM","TU0903","Markus Thaler",2001-07-01,0.1955329024,"projekt-detail_1844"
"970","Energiefachbuch 2002","IS1404","Markus Kunz",2001-07-01,0.1367438654,"projekt-detail_1845"
"971","Mitwirkung Masch._Industrie","TU0804","Armin Jans",2001-07-01,0.113121845,"projekt-detail_1846"
"972","OEC-Kompass","FP1104","Armin Jans",2001-07-01,0.1910655697,"projekt-detail_1847"
"973","Analyse Inkjet-Patrone Lexmark 12A1970","FP1104","Rainer Sigg",2001-06-05,0.2304329394,"projekt-detail_1848"
"974","Minergie und Passivhaus: Zwei Gebudestandards im Vergleich","TU0701","",2001-06-15,0.2226610441,"projekt-detail_1849"
"975","Mikroorganismen als Schutzschild im Wurzelbereich","FA1407","Matthias Lutz",2014-01-01,0.1782637277,"projekt-detail_185"
"976","Vorabklrung Masterstudien","TU1406","René Rüttimann",2001-06-01,0.0937063203,"projekt-detail_1850"
"977","E-Learning Ernhrung","FA0802","Claudia Schmucki",2001-05-22,0.1487455443,"projekt-detail_1851"
"978","E-Learning Werkstoffe","TU0903","Anja Fuchs",2001-05-22,0.0856693997,"projekt-detail_1852"
"979","Akquisition Systemdesign","IS1409","Werner Maurer",2001-05-09,0.1192655218,"projekt-detail_1853"
"980","NCCR Co-Me: Robotics in Cardiovascular Surgery (Phase 1)","IC0901","Charles Brom",2001-05-08,0.0700381196,"projekt-detail_1854"
"981","PABADIS","IC0901","Hans Wernher van de Venn",2001-05-08,0.1554258985,"projekt-detail_1855"
"982","Intranet-Lehrgang Verwaltungsreform wif! (Realisierung/Erstellung Case-Studies)","IS1004","Andreas Bergmann",2001-05-01,0.1319967684,"projekt-detail_1856"
"983","Regionalsymposium","IS1006","Markus Kunz",2001-05-01,0.0850433667,"projekt-detail_1857"
"984","Sustainability-Wissenstransfer in EZ","IS1410","Vicente Carabias-Hütter",2001-04-20,0.1051731658,"projekt-detail_1858"
"985","IPSAS Vorstudie","IS0601","Andreas Bergmann",2001-04-01,0.159612975,"projekt-detail_1859"
"986","miWELT (AGORA)","IS1406","Karin Kovar",2014-01-01,0.1465742362,"projekt-detail_186"
"987","Sprachenlernen im Baukastensystem","IS0605","",2001-04-01,0.1119227656,"projekt-detail_1860"
"988","Automatische Term-Extraktion aus mehrsprachigen Korpora","IC1207","Anna-Katharina Pantli",2001-03-01,0.1271480825,"projekt-detail_1861"
"989","Internes Audit ISO 14001 AMAG","TU0601","Herbert Winistörfer",2001-03-16,0.0616860193,"projekt-detail_1862"
"990","EMF-Risiken und Medien","BM0704","Vinzenz Wyss",2001-03-01,0.3194852854,"projekt-detail_1863"
"991","Terminologiedatenbank-Analyse","IC1307","Anna-Katharina Pantli",2001-02-14,0.0756241863,"projekt-detail_1865"
"992","Fachtagung Language Works","IC1207","",2001-03-01,0.1844072082,"projekt-detail_1866"
"993","Terminologische Konsistenz in Handbchern","IS0704","Anna-Katharina Pantli",2001-02-14,0.1035157069,"projekt-detail_1867"
"994","GRS-PubSim","IC1201","Hansueli Schwarzenbach",2001-02-09,0.1446787246,"projekt-detail_1868"
"995","InfraSim","TD1001","Hansueli Schwarzenbach",2001-02-09,0.1098829314,"projekt-detail_1869"
"996","Modernste digitale Technik revolutioniert die Beratung im Pflanzenschutz.","FP1002","Jürg Grunder",2014-01-01,0.1335017202,"projekt-detail_187"
"997","Ermittlung und Evaluation von Indikatoren fr die Kantonspolizei Zrich","TU1406","Andreas Bergmann",2001-02-01,0.1072071538,"projekt-detail_1870"
"998","Universelle Sprachsteuerung fr Gerte","IS0903","Hans-Peter Hutter",2001-02-01,0.1682651836,"projekt-detail_1871"
"999","WebLecture","IS1004","Max Zuberbühler",2001-01-23,0.2304638238,"projekt-detail_1872"
"1000","Tools for Translators","IS1409","Gary Massey",2001-01-10,0.1677354354,"projekt-detail_1873"
"1001","iButton-Analyse","IS1404","Rainer Sigg",2001-01-04,0.1917638019,"projekt-detail_1874"
"1002","Vorhersage der Qualitt des Endproduktes aus Prozessdaten","FP1407","René Locher",2001-01-04,0.0718662561,"projekt-detail_1875"
"1003","Evaluation der Mtter- und Vterberatungsstelle Winterthur","IC1304","Anna Maria Riedi",2001-01-01,0.1286084403,"projekt-detail_1876"
"1004","Programmentwicklung im Bereich der Mtter- und Vterberatung","IC1304","Anna Maria Riedi",2001-01-01,0.1695858458,"projekt-detail_1877"
"1005","Reprise - Das Beratungsangebot fr WiedereinsteigerInnen im Facility Management","MP1208","Barbara Keller Foletti",2001-01-01,0.1433743673,"projekt-detail_1879"
"1006","Nachhaltige Kultivierung von Mikroalgen zur Energiegewinnung","FP0902","",NA,0.170282005,"projekt-detail_188"
"1007","Statistische Analyse der Bedarfsstruktur","IC1407","Christoph Heitz",2001-01-01,0.1181091127,"projekt-detail_1880"
"1008","Variation - Begleitung in beruflichen Vernderungsprozessen im Facility Management","MP1208","Barbara Keller Foletti",2001-01-01,0.198390459,"projekt-detail_1881"
"1009","Massive Effort","FA1308","Urs Hohl",2000-11-15,0.0954088041,"projekt-detail_1882"
"1010","NMR-Dienstleistungen","TD1103","Urs Michel",2000-10-17,0.2969215025,"projekt-detail_1883"
"1011","Ergnzende Auswertung der Pensionskassenstatistik 1998 des BFS","IC0702","Armin Jans",2000-11-01,0.1162326089,"projekt-detail_1884"
"1012","Qualifikation eines online Prozessanalysers zur Optimierung von Zellkulturprozessen","BM1007","Ursula Graf-Hausner",2000-10-02,0.1495725052,"projekt-detail_1885"
"1013","Quantifizierung von Zellkulturprozessen mittels online Analyse und Massenbilanz","BM0602","Ursula Graf-Hausner",2000-10-02,0.1223578777,"projekt-detail_1886"
"1014","Clusteranalyse von Luftmessstationen","ES0602","René Locher",2000-10-01,0.1749682495,"projekt-detail_1887"
"1015","Die Integration von auslndischen Neuzuzgerinnen und Neuzuzgern im Quartier","IS1101","",2000-10-01,0.0861913212,"projekt-detail_1888"
"1016","Internet based course on Fundamentals of Signals and Systems","IS1409","Georgios Lekkas",2000-10-01,0.1480995592,"projekt-detail_1889"
"1017","Nanoporous Hybrid Optical Fiber Platform","ES1309","Dominik Brühwiler",2014-01-01,0.1418379053,"projekt-detail_189"
"1018","Konzeption und Realisierung eines modularen Brckensystemes aus Faserverbundwerkstoffen (MBF)","MP0902","Josef Kurath",2000-08-01,0.1077573588,"projekt-detail_1890"
"1019","Aufbau GIS","TU1002","Harry Spiess",2000-07-01,0.0445767342,"projekt-detail_1891"
"1020","benefit of reserve a/c","TU1004","Marcel Burkhard",2000-07-01,0.1046312133,"projekt-detail_1892"
"1021","Aufbau und Etablierung des Kompetenznetzwerks EDiSoN","IC0804","Thomas Müller",2000-06-01,0.1047985771,"projekt-detail_1893"
"1022","Internetbasiertes Lernmodul Umweltmanagementsystem","FP1205","Herbert Winistörfer",2000-06-01,0.0684256243,"projekt-detail_1894"
"1023","Stoff- und  Energieflussanalyse AMAG","TD1003","Herbert Winistörfer",2000-05-20,0.0743820106,"projekt-detail_1895"
"1024","Dynamische Modellierung der Lagerhaltung eines Handelsprodukts","IC1407","Jürg Hosang",2000-05-10,0.1079388394,"projekt-detail_1896"
"1025","Modellgesttzte Abschtzung des Eintrags von Pflanzenschutzmitteln ins Grundwasser im Bereich eines Versuchsfelds","TU0903","Jürg Hosang",2000-05-10,0.0710232733,"projekt-detail_1897"
"1026","ISLE","IC1408","Hans Ulrich Fuchs",2000-05-01,0.1009377624,"projekt-detail_1898"
"1027","Aufbau eines Umweltmanagementsystems Automobilbranche","TU0601","Herbert Winistörfer",2000-04-25,0.0719358143,"projekt-detail_1899"
"1028","Point-of-Use Diagnostik fr den Agrar- und Umweltsektor","BM0902","Marilena Palmisano",2014-01-01,0.0926450333,"projekt-detail_190"
"1029","Biografie W. Sagal","IS1205","Susanne Gisel-Pfankuch",2000-04-15,0.0484700449,"projekt-detail_1900"
"1030","Development of a Drug Delivery Device for Dental Tissue Regeneration","FP1105","Ursula Graf-Hausner",2000-04-13,0.1416129133,"projekt-detail_1901"
"1031","Glossar SIA","FP1302","Gary Massey",2000-03-31,0.0514204503,"projekt-detail_1902"
"1032","Modellierung des Baumwollkmmprozesses","FP1205","Christoph Heitz",2000-03-15,0.127252508,"projekt-detail_1903"
"1033","Pastille ZHW","TU1406","Markus Kunz",2000-03-01,0.1405435449,"projekt-detail_1904"
"1034","LASSO","TU1303","",2000-02-11,0.0944744674,"projekt-detail_1906"
"1035","WAPISMO","TD1006","",2000-02-11,0.1919140254,"projekt-detail_1907"
"1036","Cell-based augmentation of painful degenerated intervertebral discs using a novel highly standardized automated autologous tissue engineering approach","TD1005","Ursula Graf-Hausner",2000-01-27,0.1905049738,"projekt-detail_1908"
"1037","Tissue Engineering von Knorpelgewebe","MP1301","Ursula Graf-Hausner",2000-01-24,0.1155808169,"projekt-detail_1909"
"1038","Professionalisierung von FM Bereichen","ES1202","Susanne  Hofer",2014-01-01,0.107589373,"projekt-detail_191"
"1039","Oekobarometer Andalusien","MP1306","Vicente Carabias-Hütter",2000-01-14,0.085516903,"projekt-detail_1910"
"1040","Wissensmanagement in der Hochschule","IC0804","Ursula Hasler Roumois",2000-01-14,0.0690801407,"projekt-detail_1911"
"1041","Stoff- und Energieflussanalyse AHES","MP1305","Herbert Winistörfer",2000-01-10,0.1460313755,"projekt-detail_1912"
"1042","Decision Support Method and System for Hospital Evaluation","IS0903","Marcel Burkhard",2000-01-10,0.1257891756,"projekt-detail_1913"
"1043","BETONmitKOPF 2002","TU1303","",2000-01-01,0.1036456498,"projekt-detail_1914"
"1044","Sozialvertrglichkeit der Klrschlamm-Verwertung","TU1401","Herbert Winistörfer",2000-01-01,0.1121141376,"projekt-detail_1915"
"1045","Transfer PECK","TD1203","Vicente Carabias-Hütter",2000-01-01,0.0963838795,"projekt-detail_1916"
"1046","WABO","TD1203","Vicente Carabias-Hütter",2000-01-01,0.2442227704,"projekt-detail_1917"
"1047","Expertise KV-Reform","IS1207","",1999-11-01,0.1317265319,"projekt-detail_1919"
"1048","Prognose Blutspende 2035","BM1301","Thomas Volken",2014-01-01,0.1637928578,"projekt-detail_192"
"1049","Kundenzufriedenheit AfU Kt. TG","TU0804","Urs Hohl",1999-10-01,0.116240836,"projekt-detail_1920"
"1050","Klett Vocational English Project","IS1404","",1999-09-01,0.1036687267,"projekt-detail_1921"
"1051","Schulprojekt 21","IS1406","",1999-08-10,0.12474193,"projekt-detail_1922"
"1052","Sulzer-Hexis KTI Nr. 4245.1","TU0903","Markus Roos",1999-04-01,0.1793609186,"projekt-detail_1923"
"1053","EMR/Mic","CM0701","Urs Michel",1999-01-01,0.1049843425,"projekt-detail_1924"
"1054","Puffer KTI Nr. 4181.1","IC0906","Werner Maurer",1999-01-01,0.1049661805,"projekt-detail_1925"
"1055","Microlub II","IC0806","Urs Michel",1998-10-15,0.0450167567,"projekt-detail_1926"
"1056","Raumnutzung von wrmeliebenden Tagfaltern in einem strukturreichen Zielhang am Calanda bei Chur","TU1202","Jürg Schlegel",2014-01-01,0.0916717402,"projekt-detail_193"
"1057","Regionaler Naturpark Schaffhausen","IS1204","Christoph Müller",2014-01-01,0.1794468702,"projekt-detail_194"
"1058","Regulierungskostenanalyse zum Finanzinstitutsgesetz","IS1106","Sandro Fuchs",2014-01-01,0.2442551602,"projekt-detail_195"
"1059","Risk Scenarios for Systematic Investment Products","TU0903","",NA,0.0758833099,"projekt-detail_196"
"1060","SAS Lab","IC0806","Thilo Stadelmann",2014-01-01,0.1107219043,"projekt-detail_197"
"1061","SCCER CREST","TU1401","Bettina Furrer",2014-01-01,0.1631729836,"projekt-detail_198"
"1062","SCCER CREST / CIE","TU1401","Claudio Cometta",2014-01-01,0.1628091699,"projekt-detail_199"
"1063","SCCER Efficient Technologies and Systems for Mobility","CM1404","Jürgen Schumacher",2014-01-01,0.1960504455,"projekt-detail_200"
"1064","SCCER-Mobility","CM1404","",NA,0.0743547928,"projekt-detail_201"
"1065","Scientific conferences and publications - IPRP (Doctoral School)","IC1401","Karin Kovar",2014-01-01,0.0654226526,"projekt-detail_202"
"1066","Smart Cities","TU1204","Vicente Carabias-Hütter",2014-01-01,0.559333886,"projekt-detail_203"
"1067","T-NOVA","IC1304","Piyush Harsh",2014-01-01,0.1504254095,"projekt-detail_204"
"1068","Wirksamkeitsanalyse &quot;Graeserland&quot;","IS0906","Petra Bättig-Frey",2014-01-01,0.0981532694,"projekt-detail_205"
"1069","Zweisprachige Schreibwerksttten fr eine Schweizer Privatbank","FP1104","Stefan Jörissen",2014-01-01,0.1523181942,"projekt-detail_206"
"1070","Wegweiser Pflege und Technik","IS0603","Ursula Meidert",2013-12-15,0.0984155591,"projekt-detail_207"
"1071","MobileMall","IC1302","Thilo Stadelmann",2013-12-02,0.1809263134,"projekt-detail_208"
"1072","Phototrophe Kultivierung von Mikroalgen im Pilotmassstab","ES1408","Dominik Refardt",2013-12-02,0.3928089048,"projekt-detail_209"
"1073","3D printed medical implants","MP1301","Martin Filsinger",2013-12-01,0.2877354224,"projekt-detail_210"
"1074","Advanced training course 2014","CM1306","Regine Eibl-Schindler",2013-12-01,0.0836846177,"projekt-detail_212"
"1075","City Farming  UrbaneLandwirtschaft in Schweizer Stdten.","TU0801","",NA,0.0960895482,"projekt-detail_213"
"1076","Evaluation &quot;Flipped Classroom&quot;","TD1210","Mark Cieliebak",2013-12-01,0.0793293217,"projekt-detail_214"
"1077","Evaluation Schulsozialarbeit Unteres Furttal","IS0801","Renate  Stohler",2013-12-01,0.088602558,"projekt-detail_215"
"1078","Global Greenhouse Impact Model","FA1105","Matthias Stucki",2013-12-01,0.1652963008,"projekt-detail_216"
"1079","Identitts- und Reputationsanalyse","IS0906","Markus Niederhäuser",2013-12-01,0.0877637275,"projekt-detail_217"
"1080","Job-Stress-Index 2014","FA0605","Beatrice Brunner",2013-12-01,0.1635883274,"projekt-detail_218"
"1081","NoSQL Data Warehouse","ES0806","Kurt Stockinger",2013-12-01,0.0757589937,"projekt-detail_219"
"1082","Potential zur Windenergienutzung auf Arealen der SBB","TU1304","Andreas Fürholz",2013-12-01,0.1929589701,"projekt-detail_220"
"1083","REPA next","ES0805","Birgit Reutz",2013-12-01,0.1936000446,"projekt-detail_221"
"1084","Social Media for Education","TD1205","Christian Rapp",2013-12-01,0.0525215782,"projekt-detail_222"
"1085","SODES","IC1302","Mark Cieliebak",2013-12-01,0.1795000397,"projekt-detail_223"
"1086","Thesis Writer: A Web-based Learning Environment to Support Dissertation Projects (BA MA and Doctoral Theses)","IS0703","",NA,0.2911968997,"projekt-detail_225"
"1087","Up on the roof!","FA1307","Nathalie Baumann",2013-12-01,0.1988110743,"projekt-detail_226"
"1088","Werkzeugkasten fr die touristische Angebotsentwicklung in UNESCO-Welterbesttten der Schweiz","ES1201","Stefan Forster",2013-12-01,0.1036786637,"projekt-detail_227"
"1089","IT-Sourcing Radar 2014","IS0605","Matthias Litzke",2013-11-15,0.1304793858,"projekt-detail_228"
"1090","Luminescent Solar Concentrators","TU0905","Dominik Brühwiler",2013-11-15,0.1828518766,"projekt-detail_229"
"1091","Global Environmental Facility Small Grant Programme Dominica","ES1104","",2013-11-03,0.0569947737,"projekt-detail_230"
"1092","Agro-Food Datenbank","FA1001","Deborah Scharfy",2013-11-01,0.2353842658,"projekt-detail_231"
"1093","Blicke in Raum und Zeit - Eine kulturhistorische Zeitreise in die Surselva","IS1007","Petra Bättig-Frey",2013-11-01,0.1732783859,"projekt-detail_232"
"1094","Diskursive Situationsanalysen","IS1308","Peter Stücheli-Herlach",2013-11-01,0.121620733,"projekt-detail_233"
"1095","GEYSER","TU1401","Seán Murphy",2013-11-01,0.2672536227,"projekt-detail_234"
"1096","Literaturreview zu evidenzbasierten internationalen Leitlinien zur Diagnostik und Behandlung von psychischen Krankheiten bei Minderjhrigen und jungen Erwachsenen","IS1406","Peter Rüesch",2013-11-01,0.2033703565,"projekt-detail_235"
"1097","Just Satisfaction under Art. 41 ECHR: A Quantitative Analysis","IS0602","",2013-11-01,0.2398948758,"projekt-detail_236"
"1098","Novel Catheter Tracking System - NoCaTS","BM0702","Lasse Nipkow (Admin. PL)",2013-11-01,0.052575482,"projekt-detail_237"
"1099","SCOPES Diatoms","ES1408","Karin Kovar",2013-11-01,0.19838996,"projekt-detail_238"
"1100","Sensorische Charakterisierung von Schweizer Safran","FA1101","Annette Bongartz",2013-11-01,0.4083604109,"projekt-detail_239"
"1101","Totholzkaeferarten in Spezialstandorten im Kanton Nidwalden","FP1006","Stephan Brenneisen",2013-11-01,0.140307425,"projekt-detail_240"
"1102","Totholzkferarten in Spezialstandorten im Kanton Nidwalden","FP1006","Stephan Brenneisen",2013-11-01,0.140307425,"projekt-detail_241"
